Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type,Ensembl ID,Uniprot ID
1810010H24Rik,current symbol,MGI:1916316,1810010H24Rik,RIKEN cDNA 1810010H24 gene,protein coding gene,ENSMUSG00000078607,Q08AU9
1810011H11Rik,current symbol,MGI:1916319,1810011H11Rik,RIKEN cDNA 1810011H11 gene,protein coding gene,ENSMUSG00000041707,E9PVZ2
1810011O10Rik,current symbol,MGI:1916318,1810011O10Rik,RIKEN cDNA 1810011O10 gene,protein coding gene,ENSMUSG00000056313,Q9D915
1810013L24Rik,current symbol,MGI:1916303,1810013L24Rik,RIKEN cDNA 1810013L24 gene,protein coding gene,ENSMUSG00000022507,Q14AM7
1810022K09Rik,current symbol,MGI:1916376,1810022K09Rik,RIKEN cDNA 1810022K09 gene,protein coding gene,ENSMUSG00000078784,Q0VG62
1810024B03Rik,current symbol,MGI:1925560,1810024B03Rik,RIKEN cDNA 1810024B03 gene,protein coding gene,ENSMUSG00000044145,Q8BWE1
1810026J23Rik,old symbol,MGI:1917023,Timm29,translocase of inner mitochondrial membrane 29,protein coding gene,ENSMUSG00000048429,Q8BGX2
1810030O07Rik,current symbol,MGI:1916405,1810030O07Rik,RIKEN cDNA 1810030O07 gene,protein coding gene,ENSMUSG00000044148,Q8C5K5
1810037I17Rik,current symbol,MGI:1914954,1810037I17Rik,RIKEN cDNA 1810037I17 gene,protein coding gene,ENSMUSG00000054091,Q99M08
1810041L15Rik,current symbol,MGI:1919551,1810041L15Rik,RIKEN cDNA 1810041L15 gene,protein coding gene,ENSMUSG00000062760,Q0VBP7
1810043G02Rik,current symbol,MGI:1915134,1810043G02Rik,RIKEN cDNA 1810043G02 gene,protein coding gene,ENSMUSG00000020284,Q8C6G1
1810043H04Rik,old symbol,MGI:1913676,Ndufaf8,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 8,protein coding gene,ENSMUSG00000078572,A2AMZ4
1810046K07Rik,current symbol,MGI:1917059,1810046K07Rik,RIKEN cDNA 1810046K07 gene,protein coding gene,ENSMUSG00000036027,Q9D8Q6
1810055G02Rik,current symbol,MGI:1919306,1810055G02Rik,RIKEN cDNA 1810055G02 gene,protein coding gene,ENSMUSG00000035372,Q9D8N1
1810062G17Rik,current symbol,MGI:1919532,1810062G17Rik,RIKEN cDNA 1810062G17 gene,protein coding gene,ENSMUSG00000027713,G3X8Y2
1810065E05Rik,current symbol,MGI:1917114,1810065E05Rik,RIKEN cDNA 1810065E05 gene,protein coding gene,ENSMUSG00000013653,Q5NC41
2010001E11Rik,old symbol,MGI:1919295,Mfsd4b2,major facilitator superfamily domain containing 4B2,protein coding gene,ENSMUSG00000039339,Q9D8I5
2010002M12Rik,old symbol,MGI:2148249,Ifit1bl2,interferon induced protein with tetratricopeptide repeats 1B like 2,protein coding gene,ENSMUSG00000067297,Q3U687
2010003K11Rik,current symbol,MGI:1917111,2010003K11Rik,RIKEN cDNA 2010003K11 gene,protein coding gene,ENSMUSG00000042041,Q8VC23
2010005H15Rik,current symbol,MGI:1924020,2010005H15Rik,RIKEN cDNA 2010005H15 gene,protein coding gene,ENSMUSG00000095620,Q9D8D6
2010012O05Rik,old symbol,MGI:1913689,Borcs7,BLOC-1 related complex subunit 7,protein coding gene,ENSMUSG00000062376,Q9CRC6
2010106E10Rik,current symbol,MGI:1914965,2010106E10Rik,RIKEN cDNA 2010106E10 gene,protein coding gene,ENSMUSG00000025528,A2ANY3
2010107E04Rik,current symbol,MGI:1917507,2010107E04Rik,RIKEN cDNA 2010107E04 gene,protein coding gene,ENSMUSG00000021290,P56379
2010107G12Rik,old symbol,MGI:1917272,Slc23a4,solute carrier family 23 member 4,protein coding gene,ENSMUSG00000029847,A0A0J9YUX7
2010107G23Rik,current symbol,MGI:1917144,2010107G23Rik,RIKEN cDNA 2010107G23 gene,protein coding gene,ENSMUSG00000020083,Q9D882
2010109A12Rik,current symbol,MGI:1922860,2010109A12Rik,RIKEN cDNA 2010109A12 gene,protein coding gene,ENSMUSG00000029384,Q9D875
2010109I03Rik,current symbol,MGI:1914288,2010109I03Rik,RIKEN cDNA 2010109I03 gene,protein coding gene,ENSMUSG00000063522,Q14B14
2010111I01Rik,current symbol,MGI:1919311,2010111I01Rik,RIKEN cDNA 2010111I01 gene,protein coding gene,ENSMUSG00000021458,Q8BXQ6
2010300C02Rik,current symbol,MGI:1919347,2010300C02Rik,RIKEN cDNA 2010300C02 gene,protein coding gene,ENSMUSG00000026090,E0CXB3
2200002D01Rik,current symbol,MGI:1919525,2200002D01Rik,RIKEN cDNA 2200002D01 gene,protein coding gene,ENSMUSG00000030587,Q9D809
2200002J24Rik,current symbol,MGI:1916397,2200002J24Rik,RIKEN cDNA 2200002J24 gene,lincRNA gene,ENSMUSG00000013083,Q9D807
2210010C04Rik,current symbol,MGI:1914623,2210010C04Rik,RIKEN cDNA 2210010C04 gene,protein coding gene,ENSMUSG00000029882,Q9CPN9
2210013O21Rik,current symbol,MGI:1917373,2210013O21Rik,RIKEN cDNA 2210013O21 gene,protein coding gene,ENSMUSG00000086316,A0A0N4SUI7
2210016F16Rik,current symbol,MGI:1917403,2210016F16Rik,RIKEN cDNA 2210016F16 gene,protein coding gene,ENSMUSG00000021550,G3X8U3
2210016L21Rik,current symbol,MGI:1919607,2210016L21Rik,RIKEN cDNA 2210016L21 gene,protein coding gene,ENSMUSG00000029559,Q3UY34
2210018M11Rik,old symbol,MGI:1924203,Emsy,"EMSY, BRCA2-interacting transcriptional repressor",protein coding gene,ENSMUSG00000035401,Q8BMB0
2210404O09Rik,old symbol,MGI:1917331,Zfp995,zinc finger protein 995,protein coding gene,ENSMUSG00000078546,B9EIT4
2210407C18Rik,current symbol,MGI:1925604,2210407C18Rik,RIKEN cDNA 2210407C18 gene,protein coding gene,ENSMUSG00000037145,Q6YI28
2210408I21Rik,current symbol,MGI:1919621,2210408I21Rik,RIKEN cDNA 2210408I21 gene,protein coding gene,ENSMUSG00000071252,Q3UPC7
2300002M23Rik,current symbol,MGI:1916792,2300002M23Rik,RIKEN cDNA 2300002M23 gene,protein coding gene,ENSMUSG00000039269,Q8BM15
2300003K06Rik,current symbol,MGI:1916701,2300003K06Rik,RIKEN cDNA 2300003K06 gene,protein coding gene,ENSMUSG00000078257,A2A4M0
2300005B03Rik,old symbol,MGI:1916712,Slurp2,secreted Ly6/Plaur domain containing 2,protein coding gene,ENSMUSG00000075605,
2300009A05Rik,current symbol,MGI:1916728,2300009A05Rik,RIKEN cDNA 2300009A05 gene,protein coding gene,ENSMUSG00000032403,Q0VG49
2310002L09Rik,current symbol,MGI:1916780,2310002L09Rik,RIKEN cDNA 2310002L09 gene,protein coding gene,ENSMUSG00000028396,Q14C20
2310003H01Rik,old symbol,MGI:1919135,Faap100,Fanconi anemia core complex associated protein 100,protein coding gene,ENSMUSG00000025384,A2ACJ2
2310005G13Rik,old symbol,MGI:1916707,Tmem45a2,transmembrane protein 45A2,protein coding gene,ENSMUSG00000046748,B7ZWJ5
2310007B03Rik,current symbol,MGI:1919124,2310007B03Rik,RIKEN cDNA 2310007B03 gene,protein coding gene,ENSMUSG00000034159,Q8CEZ4
2310007L24Rik,old symbol,MGI:1922823,Prr29,proline rich 29,protein coding gene,ENSMUSG00000009210,B1ARI9
2310009B15Rik,current symbol,MGI:1916799,2310009B15Rik,RIKEN cDNA 2310009B15 gene,protein coding gene,ENSMUSG00000079283,A0A0A6YWI4
2310011J03Rik,current symbol,MGI:1913624,2310011J03Rik,RIKEN cDNA 2310011J03 gene,protein coding gene,ENSMUSG00000020133,Q9D7E4
2310014L17Rik,old symbol,MGI:1924198,Rnf225,ring finger protein 225,protein coding gene,ENSMUSG00000033967,Q9D7D1
2310022A10Rik,current symbol,MGI:1913617,2310022A10Rik,RIKEN cDNA 2310022A10 gene,protein coding gene,ENSMUSG00000049643,Q8R3Y5
2310022B05Rik,current symbol,MGI:1916801,2310022B05Rik,RIKEN cDNA 2310022B05 gene,protein coding gene,ENSMUSG00000031983,Q8C3W1
2310030G06Rik,current symbol,MGI:1914202,2310030G06Rik,RIKEN cDNA 2310030G06 gene,protein coding gene,ENSMUSG00000032062,Q9D8L0
2310033P09Rik,current symbol,MGI:1915112,2310033P09Rik,RIKEN cDNA 2310033P09 gene,protein coding gene,ENSMUSG00000020441,Q99LX5
2310034C09Rik,current symbol,MGI:2152338,2310034C09Rik,RIKEN cDNA 2310034C09 gene,protein coding gene,ENSMUSG00000068078,Q9D746
2310035C23Rik,current symbol,MGI:1922832,2310035C23Rik,RIKEN cDNA 2310035C23 gene,protein coding gene,ENSMUSG00000026319,Q148V7
2310036O22Rik,current symbol,MGI:1922833,2310036O22Rik,RIKEN cDNA 2310036O22 gene,protein coding gene,ENSMUSG00000041203,Q9D735
2310039H08Rik,current symbol,MGI:1914351,2310039H08Rik,RIKEN cDNA 2310039H08 gene,protein coding gene,ENSMUSG00000062619,Q9D727
2310042E22Rik,old symbol,MGI:1913811,Teddm3,transmembrane epididymal family member 3,protein coding gene,ENSMUSG00000090356,Q9CQH1
2310045N01Rik,old symbol,MGI:1919618,Borcs8,BLOC-1 related complex subunit 8,protein coding gene,ENSMUSG00000002345,
2310047M10Rik,old symbol,MGI:1919173,Borcs6,BLOC-1 related complex subunit 6,protein coding gene,ENSMUSG00000045176,Q9D6W8
2310050C09Rik,current symbol,MGI:1913783,2310050C09Rik,RIKEN cDNA 2310050C09 gene,protein coding gene,ENSMUSG00000090314,G5E8Z3
2310057J18Rik,current symbol,MGI:1914969,2310057J18Rik,RIKEN cDNA 2310057J18 gene,protein coding gene,ENSMUSG00000015519,Q8C6C9
2310057M21Rik,current symbol,MGI:1915527,2310057M21Rik,RIKEN cDNA 2310057M21 gene,protein coding gene,ENSMUSG00000040177,Q9D2Q3
2310057N15Rik,current symbol,MGI:1916946,2310057N15Rik,RIKEN cDNA 2310057N15 gene,protein coding gene,ENSMUSG00000048830,Q3MI12
2310061I04Rik,current symbol,MGI:1916912,2310061I04Rik,RIKEN cDNA 2310061I04 gene,protein coding gene,ENSMUSG00000050705,A0PJN6
2310061N02Rik,current symbol,MGI:1916911,2310061N02Rik,RIKEN cDNA 2310061N02 gene,protein coding gene,ENSMUSG00000050704,Q9D6S9
2310067B10Rik,old symbol,MGI:1919197,Tmem94,transmembrane protein 94,protein coding gene,ENSMUSG00000020747,Q7TSH8
2310079G19Rik,current symbol,MGI:1916949,2310079G19Rik,RIKEN cDNA 2310079G19 gene,protein coding gene,ENSMUSG00000045331,Q9D6L6
2410002F23Rik,current symbol,MGI:1914226,2410002F23Rik,RIKEN cDNA 2410002F23 gene,protein coding gene,ENSMUSG00000045411,A0A087WPT9
2410004B18Rik,current symbol,MGI:1913671,2410004B18Rik,RIKEN cDNA 2410004B18 gene,protein coding gene,ENSMUSG00000036873,Q9CWU4
2410004P03Rik,current symbol,MGI:1920917,2410004P03Rik,RIKEN cDNA 2410004P03 gene,protein coding gene,ENSMUSG00000071398,A0A087WQ37
2410012M07Rik,old symbol,MGI:1919229,Prr23a3,"proline rich 23A, member 3",protein coding gene,ENSMUSG00000090470,Q9CWP9
2410015M20Rik,current symbol,MGI:2442174,2410015M20Rik,RIKEN cDNA 2410015M20 gene,protein coding gene,ENSMUSG00000049760,Q8R404
2410016O06Rik,old symbol,MGI:1919202,Riox1,ribosomal oxygenase 1,protein coding gene,ENSMUSG00000046791,Q9JJF3
2410089E03Rik,current symbol,MGI:1920942,2410089E03Rik,RIKEN cDNA 2410089E03 gene,protein coding gene,ENSMUSG00000039801,Q8CE72
2410124H12Rik,current symbol,MGI:1924035,2410124H12Rik,RIKEN cDNA 2410124H12 gene,lncRNA gene,ENSMUSG00000051297,Q9CWF8
2410127L17Rik,old symbol,MGI:1914633,Carnmt1,carnosine N-methyltransferase 1,protein coding gene,ENSMUSG00000024726,Q80UY1
2410131K14Rik,current symbol,MGI:1924042,2410131K14Rik,RIKEN cDNA 2410131K14 gene,protein coding gene,ENSMUSG00000032840,Q8BTG6
2410137M14Rik,current symbol,MGI:1924047,2410137M14Rik,RIKEN cDNA 2410137M14 gene,protein coding gene,ENSMUSG00000064308,G3UXK3
2410141K09Rik,current symbol,MGI:1924053,2410141K09Rik,RIKEN cDNA 2410141K09 gene,protein coding gene,ENSMUSG00000074832,K7N769
2510002D24Rik,current symbol,MGI:1919557,2510002D24Rik,RIKEN cDNA 2510002D24 gene,protein coding gene,ENSMUSG00000071632,Q3U595
2510003E04Rik,old symbol,MGI:1919570,Kif1bp,KIF1 binding protein,protein coding gene,ENSMUSG00000036955,Q6ZPU9
2510009E07Rik,current symbol,MGI:1919440,2510009E07Rik,RIKEN cDNA 2510009E07 gene,protein coding gene,ENSMUSG00000043391,Q6GQU0
2510039O18Rik,current symbol,MGI:1924284,2510039O18Rik,RIKEN cDNA 2510039O18 gene,protein coding gene,ENSMUSG00000044496,Q91X21
2610002J02Rik,old symbol,MGI:1914763,Faap20,Fanconi anemia core complex associated protein 20,protein coding gene,ENSMUSG00000073684,Q3UN58
2610002M06Rik,current symbol,MGI:1914278,2610002M06Rik,RIKEN cDNA 2610002M06 gene,protein coding gene,ENSMUSG00000031242,Q9CQD4
2610008E11Rik,current symbol,MGI:1919378,2610008E11Rik,RIKEN cDNA 2610008E11 gene,protein coding gene,ENSMUSG00000060301,G3X964
2610015P09Rik,old symbol,MGI:1922661,Ccdc191,coiled-coil domain containing 191,protein coding gene,ENSMUSG00000022701,A9C444
2610018G03Rik,old symbol,MGI:1917665,Stk26,serine/threonine kinase 26,protein coding gene,ENSMUSG00000031112,Q99JT2
2610020H08Rik,old symbol,MGI:1919402,Rexo5,RNA exonuclease 5,protein coding gene,ENSMUSG00000030924,A0A140LI13
2610028H24Rik,current symbol,MGI:1924214,2610028H24Rik,RIKEN cDNA 2610028H24 gene,protein coding gene,ENSMUSG00000009114,E9Q7R5
2610034B18Rik,old symbol,MGI:1917670,Arpin,actin-related protein 2/3 complex inhibitor,protein coding gene,ENSMUSG00000039043,Q9D0A3
2610034M16Rik,old symbol,MGI:1916489,Pdzph1,PDZ and pleckstrin homology domains 1,protein coding gene,ENSMUSG00000024227,H3BJY8
2610301B20Rik,current symbol,MGI:1914407,2610301B20Rik,RIKEN cDNA 2610301B20 gene,protein coding gene,ENSMUSG00000059482,Q3UJP5
2610305D13Rik,old symbol,MGI:2148252,Zfp979,zinc finger protein 979,protein coding gene,ENSMUSG00000066000,A2A799
2610318N02Rik,current symbol,MGI:1917708,2610318N02Rik,RIKEN cDNA 2610318N02 gene,protein coding gene,ENSMUSG00000049916,Q80VT5
2610507B11Rik,current symbol,MGI:1919753,2610507B11Rik,RIKEN cDNA 2610507B11 gene,protein coding gene,ENSMUSG00000010277,Q5SYL3
2610524H06Rik,current symbol,MGI:2447819,2610524H06Rik,RIKEN cDNA 2610524H06 gene,protein coding gene,ENSMUSG00000092486,Q3UG79
2610528A11Rik,current symbol,MGI:1917295,2610528A11Rik,RIKEN cDNA 2610528A11 gene,protein coding gene,ENSMUSG00000096001,A0A0B4J1N3
2610528J11Rik,current symbol,MGI:1913701,2610528J11Rik,RIKEN cDNA 2610528J11 gene,protein coding gene,ENSMUSG00000028536,Q9CQM1
2700029M09Rik,old symbol,MGI:1919862,Hpf1,histone PARylation factor 1,protein coding gene,ENSMUSG00000038005,Q8CFE2
2700049A03Rik,current symbol,MGI:1924217,2700049A03Rik,RIKEN cDNA 2700049A03 gene,protein coding gene,ENSMUSG00000034601,E9PV87
2700060E02Rik,current symbol,MGI:1915295,2700060E02Rik,RIKEN cDNA 2700060E02 gene,protein coding gene,ENSMUSG00000021807,Q9CQE8
2700062C07Rik,current symbol,MGI:1915296,2700062C07Rik,RIKEN cDNA 2700062C07 gene,protein coding gene,ENSMUSG00000024273,Q5XFZ0
2700081O15Rik,current symbol,MGI:1919667,2700081O15Rik,RIKEN cDNA 2700081O15 gene,protein coding gene,ENSMUSG00000053080,Q4VA45
2700089E24Rik,old symbol,MGI:1914379,Smim10l1,small integral membrane protein 10 like 1,protein coding gene,ENSMUSG00000072704,A0A087WNQ7
2700094K13Rik,old symbol,MGI:1919907,Selenoh,selenoprotein H,protein coding gene,ENSMUSG00000076437,Q3UQA7
2700097O09Rik,current symbol,MGI:1919908,2700097O09Rik,RIKEN cDNA 2700097O09 gene,protein coding gene,ENSMUSG00000062198,Q6PGK3
2810004N23Rik,current symbol,MGI:1913773,2810004N23Rik,RIKEN cDNA 2810004N23 gene,protein coding gene,ENSMUSG00000031984,Q8CIL4
2810006K23Rik,current symbol,MGI:1919900,2810006K23Rik,RIKEN cDNA 2810006K23 gene,protein coding gene,ENSMUSG00000047635,Q80VP5
2810007J24Rik,old symbol,MGI:1924221,Sult2a8,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 8",protein coding gene,ENSMUSG00000030378,A0A1B0GSL2
2810021J22Rik,current symbol,MGI:1917194,2810021J22Rik,RIKEN cDNA 2810021J22 gene,protein coding gene,ENSMUSG00000020491,Q5NC62
2810403A07Rik,current symbol,MGI:1921450,2810403A07Rik,RIKEN cDNA 2810403A07 gene,protein coding gene,ENSMUSG00000028060,Q3TCX3
2810408A11Rik,current symbol,MGI:1917669,2810408A11Rik,RIKEN cDNA 2810408A11 gene,protein coding gene,ENSMUSG00000018570,A0JLP5
2810408M09Rik,old symbol,MGI:1918294,Trp53rka,transformation related protein 53 regulating kinase A,protein coding gene,ENSMUSG00000039725,
2810417H13Rik,old symbol,MGI:1915276,Pclaf,PCNA clamp associated factor,protein coding gene,ENSMUSG00000040204,Q9CQX4
2810428I15Rik,current symbol,MGI:1913712,2810428I15Rik,RIKEN cDNA 2810428I15 gene,protein coding gene,ENSMUSG00000058833,Q9CYZ6
2810459M11Rik,current symbol,MGI:1920042,2810459M11Rik,RIKEN cDNA 2810459M11 gene,protein coding gene,ENSMUSG00000026227,Q9CYS6
2810474O19Rik,current symbol,MGI:1914496,2810474O19Rik,RIKEN cDNA 2810474O19 gene,protein coding gene,ENSMUSG00000032712,Q5DTW7
2900011O08Rik,current symbol,MGI:1914504,2900011O08Rik,RIKEN cDNA 2900011O08 gene,protein coding gene,ENSMUSG00000044117,Q8R1Y2
2900026A02Rik,current symbol,MGI:1920194,2900026A02Rik,RIKEN cDNA 2900026A02 gene,protein coding gene,ENSMUSG00000051339,Q8BRV5
2900092C05Rik,current symbol,MGI:1920340,2900092C05Rik,RIKEN cDNA 2900092C05 gene,protein coding gene,ENSMUSG00000030385,Q5I0V9
3010026O09Rik,old symbol,MGI:1915317,Mrnip,MRN complex interacting protein,protein coding gene,ENSMUSG00000020381,Q9D1F5
3110001I22Rik,current symbol,MGI:1913848,3110001I22Rik,RIKEN cDNA 3110001I22 gene,protein coding gene,ENSMUSG00000079737,
3110002H16Rik,current symbol,MGI:1916528,3110002H16Rik,RIKEN cDNA 3110002H16 gene,protein coding gene,ENSMUSG00000024410,Q8VC42
3110007F17Rik,old symbol,MGI:1920311,Cldn34c1,claudin 34C1,protein coding gene,ENSMUSG00000079450,Q8CCR8
3110009E18Rik,current symbol,MGI:1920353,3110009E18Rik,RIKEN cDNA 3110009E18 gene,protein coding gene,ENSMUSG00000026388,Q9CRW3
3110021N24Rik,current symbol,MGI:1920383,3110021N24Rik,RIKEN cDNA 3110021N24 gene,protein coding gene,ENSMUSG00000094958,J3QMN2
3110035E14Rik,current symbol,MGI:1924232,3110035E14Rik,RIKEN cDNA 3110035E14 gene,protein coding gene,ENSMUSG00000067879,Q8BG31
3110040N11Rik,current symbol,MGI:1914540,3110040N11Rik,RIKEN cDNA 3110040N11 gene,protein coding gene,ENSMUSG00000025102,Q9CRC3
3110043O21Rik,current symbol,MGI:1920455,3110043O21Rik,RIKEN cDNA 3110043O21 gene,protein coding gene,ENSMUSG00000028300,Q6DFW0
3110052M02Rik,old symbol,MGI:1920479,Zfp983,zinc finger protein 983,protein coding gene,ENSMUSG00000035868,E9PUT0
3110057O12Rik,old symbol,MGI:1915468,Abhd18,abhydrolase domain containing 18,protein coding gene,ENSMUSG00000037818,Q8C1A9
3110062M04Rik,current symbol,MGI:1925662,3110062M04Rik,RIKEN cDNA 3110062M04 gene,protein coding gene,ENSMUSG00000046806,Q8BHZ5
3110079O15Rik,current symbol,MGI:1920484,3110079O15Rik,RIKEN cDNA 3110079O15 gene,protein coding gene,ENSMUSG00000026258,Q9CXL7
3110082I17Rik,current symbol,MGI:1920462,3110082I17Rik,RIKEN cDNA 3110082I17 gene,protein coding gene,ENSMUSG00000053553,Q9CXL3
3110082J24Rik,current symbol,MGI:3641994,3110082J24Rik,RIKEN cDNA 3110082J24 gene,protein coding gene,ENSMUSG00000086815,F6Z6Z2
3300002I08Rik,current symbol,MGI:1916527,3300002I08Rik,RIKEN cDNA 3300002I08 gene,protein coding gene,ENSMUSG00000063364,B6ZLR4
3425401B19Rik,current symbol,MGI:3588196,3425401B19Rik,RIKEN cDNA 3425401B19 gene,protein coding gene,ENSMUSG00000071540,D3Z1D3
3632451O06Rik,current symbol,MGI:1914669,3632451O06Rik,RIKEN cDNA 3632451O06 gene,protein coding gene,ENSMUSG00000036242,Q8BT18
3830403N18Rik,current symbol,MGI:1917941,3830403N18Rik,RIKEN cDNA 3830403N18 gene,protein coding gene,ENSMUSG00000031125,Q9D6C3
3830406C13Rik,current symbol,MGI:1917937,3830406C13Rik,RIKEN cDNA 3830406C13 gene,protein coding gene,ENSMUSG00000033111,Q8BGD0
3830417A13Rik,current symbol,MGI:1917946,3830417A13Rik,RIKEN cDNA 3830417A13 gene,protein coding gene,ENSMUSG00000031179,A2AMW6
4430402I18Rik,current symbol,MGI:1918036,4430402I18Rik,RIKEN cDNA 4430402I18 gene,protein coding gene,ENSMUSG00000064202,B2RV46
4632428N05Rik,old symbol,MGI:1921298,Vsir,V-set immunoregulatory receptor,protein coding gene,ENSMUSG00000020101,Q9D659
4732456N10Rik,old symbol,MGI:3045312,Krt90,keratin 90,protein coding gene,ENSMUSG00000048699,E9Q1Z0
4833403I15Rik,old symbol,MGI:1921824,Lvrn,laeverin,protein coding gene,ENSMUSG00000024481,Q2KHK3
4833420G17Rik,current symbol,MGI:1914642,4833420G17Rik,RIKEN cDNA 4833420G17 gene,protein coding gene,ENSMUSG00000062822,Q3UJC8
4833423E24Rik,current symbol,MGI:2687041,4833423E24Rik,RIKEN cDNA 4833423E24 gene,protein coding gene,ENSMUSG00000075217,Q0VAX3
4833427G06Rik,current symbol,MGI:1921013,4833427G06Rik,RIKEN cDNA 4833427G06 gene,protein coding gene,ENSMUSG00000032057,Q80Y73
4833439L19Rik,current symbol,MGI:1921162,4833439L19Rik,RIKEN cDNA 4833439L19 gene,protein coding gene,ENSMUSG00000025871,Q9DBN4
4921501E09Rik,current symbol,MGI:1921292,4921501E09Rik,RIKEN cDNA 4921501E09 gene,protein coding gene,ENSMUSG00000023350,
4921504E06Rik,current symbol,MGI:1918087,4921504E06Rik,RIKEN cDNA 4921504E06 gene,protein coding gene,ENSMUSG00000026734,Q8CET2
4921506M07Rik,old symbol,MGI:2684915,Ttc6,tetratricopeptide repeat domain 6,protein coding gene,ENSMUSG00000046782,G3UWJ3
4921507P07Rik,current symbol,MGI:1918071,4921507P07Rik,RIKEN cDNA 4921507P07 gene,protein coding gene,ENSMUSG00000029828,Q9D5Y0
4921509C19Rik,current symbol,MGI:2685851,4921509C19Rik,RIKEN cDNA 4921509C19 gene,protein coding gene,ENSMUSG00000061525,Q8C0X8
4921511H03Rik,old symbol,MGI:1918170,Tex47,testis expressed 47,protein coding gene,ENSMUSG00000040514,Q9D5W8
4921511M17Rik,current symbol,MGI:1925342,4921511M17Rik,RIKEN cDNA 4921511M17 gene,protein coding gene,ENSMUSG00000094577,
4921517D22Rik,current symbol,MGI:1918150,4921517D22Rik,RIKEN cDNA 4921517D22 gene,protein coding gene,ENSMUSG00000049902,Q8CET0
4921524J17Rik,current symbol,MGI:1913964,4921524J17Rik,RIKEN cDNA 4921524J17 gene,protein coding gene,ENSMUSG00000036934,Q9CR55
4921524L21Rik,current symbol,MGI:1918151,4921524L21Rik,RIKEN cDNA 4921524L21 gene,protein coding gene,ENSMUSG00000039540,Q80W38
4921530L21Rik,current symbol,MGI:1913982,4921530L21Rik,RIKEN cDNA 4921530L21 gene,protein coding gene,ENSMUSG00000034689,C0IQA3
4921536K21Rik,current symbol,MGI:1914680,4921536K21Rik,RIKEN cDNA 4921536K21 gene,protein coding gene,ENSMUSG00000020434,Q9CR34
4921539E11Rik,current symbol,MGI:1918191,4921539E11Rik,RIKEN cDNA 4921539E11 gene,protein coding gene,ENSMUSG00000028520,Q9D5Q8
4922502D21Rik,current symbol,MGI:2685920,4922502D21Rik,RIKEN cDNA 4922502D21 gene,protein coding gene,ENSMUSG00000047720,A0A0N4SVZ3
4930402F06Rik,current symbol,MGI:1922104,4930402F06Rik,RIKEN cDNA 4930402F06 gene,protein coding gene,ENSMUSG00000079421,A2AUQ8
4930402H24Rik,current symbol,MGI:1923029,4930402H24Rik,RIKEN cDNA 4930402H24 gene,protein coding gene,ENSMUSG00000027309,Q7TT23
4930404A10Rik,old symbol,MGI:1922097,Meikin,meiotic kinetochore factor,protein coding gene,ENSMUSG00000020332,Q5F2C3
4930404N11Rik,current symbol,MGI:1921072,4930404N11Rik,RIKEN cDNA 4930404N11 gene,protein coding gene,ENSMUSG00000020234,A6H6Q4
4930407I10Rik,current symbol,MGI:2685593,4930407I10Rik,RIKEN cDNA 4930407I10 gene,protein coding gene,ENSMUSG00000075524,D3Z5T8
4930415F15Rik,current symbol,MGI:1921112,4930415F15Rik,RIKEN cDNA 4930415F15 gene,protein coding gene,ENSMUSG00000020191,Q5NC83
4930415L06Rik,current symbol,MGI:3588286,4930415L06Rik,RIKEN cDNA 4930415L06 gene,protein coding gene,ENSMUSG00000035387,Q3V0Y1
4930415O20Rik,current symbol,MGI:1921113,4930415O20Rik,RIKEN cDNA 4930415O20 gene,protein coding gene,ENSMUSG00000022993,Q8CDT5
4930427A07Rik,current symbol,MGI:2144738,4930427A07Rik,RIKEN cDNA 4930427A07 gene,protein coding gene,ENSMUSG00000037466,Q3UK37
4930428D18Rik,old symbol,MGI:3588232,Cldn34b4,claudin 34B4,protein coding gene,ENSMUSG00000073085,Q3V0X2
4930430A15Rik,current symbol,MGI:1914825,4930430A15Rik,RIKEN cDNA 4930430A15 gene,protein coding gene,ENSMUSG00000027157,A2AJ40
4930430D24Rik,old symbol,MGI:3588265,Btg1-ps2,"B cell translocation gene 1, anti-proliferative, pseudogene 2",pseudogene,ENSMUSG00000098348,Q3V0X0
4930430F08Rik,current symbol,MGI:1921197,4930430F08Rik,RIKEN cDNA 4930430F08 gene,protein coding gene,ENSMUSG00000046567,Q8BHN7
4930432K21Rik,current symbol,MGI:1921916,4930432K21Rik,RIKEN cDNA 4930432K21 gene,protein coding gene,ENSMUSG00000008129,Q6DIA7
4930432M17Rik,current symbol,MGI:3588188,4930432M17Rik,RIKEN cDNA 4930432M17 gene,protein coding gene,ENSMUSG00000074248,Q3V0W9
4930433I11Rik,current symbol,MGI:2685327,4930433I11Rik,RIKEN cDNA 4930433I11 gene,protein coding gene,ENSMUSG00000091692,A0A0U1RPT6
4930435E12Rik,current symbol,MGI:1921913,4930435E12Rik,RIKEN cDNA 4930435E12 gene,protein coding gene,ENSMUSG00000022798,A4QMY3
4930444G20Rik,current symbol,MGI:2149738,4930444G20Rik,RIKEN cDNA 4930444G20 gene,protein coding gene,ENSMUSG00000069712,D3Z741
4930444P10Rik,current symbol,MGI:1923049,4930444P10Rik,RIKEN cDNA 4930444P10 gene,protein coding gene,ENSMUSG00000067795,D3YUR1
